fill	x	y	xmin	xmax	ymin	ymax
#BABABA	3	1.5	2.875	3.125	1.375	1.625
#7A7A7A	2.25	1.5	2.125	2.375	1.375	1.625
#666666	2.5	1	2.375	2.625	0.875	1.125
#565656	2.5	0	2.375	2.625	-0.125	0.125
#565656	2.75	1	2.625	2.875	0.875	1.125
#080808	1.75	0	1.625	1.875	-0.125	0.125
#BABABA	2.75	1.5	2.625	2.875	1.375	1.625
#262626	2	0	1.875	2.125	-0.125	0.125
#949494	2.25	0	2.125	2.375	-0.125	0.125
#FFFFFF	3.25	2.25	3.125	3.375	2.125	2.375
#4A4A4A	2.25	1	2.125	2.375	0.875	1.125
#FFFFFF	2.5	1.5	2.375	2.625	1.375	1.625
#FFFFFF	2.75	0	2.625	2.875	-0.125	0.125
#BABABA	3	1	2.875	3.125	0.875	1.125
#363636	2	1	1.875	2.125	0.875	1.125
#FFFFFF	1.25	1	1.125	1.375	0.875	1.125
#4A4A4A	2	1.5	1.875	2.125	1.375	1.625
#FFFFFF	1.75	2	1.625	1.875	1.875	2.125
#FFFFFF	3.25	2	3.125	3.375	1.875	2.125
#4A4A4A	1.75	1	1.625	1.875	0.875	1.125
#363636	1.25	0	1.125	1.375	-0.125	0.125
#949494	0.75	0	0.625	0.875	-0.125	0.125
#000000	1.5	0	1.375	1.625	-0.125	0.125
#FFFFFF	1.5	1	1.375	1.625	0.875	1.125
#949494	1	1	0.875	1.125	0.875	1.125
#BABABA	3	2	2.875	3.125	1.875	2.125
#BABABA	1	0	0.875	1.125	-0.125	0.125
#BABABA	0.5	0	0.375	0.625	-0.125	0.125
#FFFFFF	2.5	2	2.375	2.625	1.875	2.125
