group	x	y	showSelected1
1	-20	24	27
1	-20	24	86
1	-20	24	13
11	30	24	86
11	30	24	113
11	30	24	13
11	30	24	81
11	30	24	72
11	30	24	73
11	30	24	110
11	30	24	27
11	30	24	109
11	30	24	118
11	30	24	128
11	30	24	131
11	30	24	18
11	30	24	67
11	30	24	70
11	30	24	10
11	30	24	94
11	30	24	57
11	30	24	60
11	30	24	95
11	30	24	89
11	30	24	106
11	30	24	59
11	30	24	58
11	30	24	61
12	30	74	113
12	30	74	110
12	30	74	118
4	80	74	113
4	80	74	45
4	80	74	5
4	80	74	28
4	80	74	118
4	80	74	112
4	80	74	21
4	80	74	87
4	80	74	8
4	80	74	15
4	80	74	16
4	80	74	66
4	80	74	110
4	80	74	1
4	80	74	14
4	80	74	64
4	80	74	18
4	80	74	116
4	80	74	129
4	80	74	48
4	80	74	2
4	80	74	76
3	80	124	28
3	80	124	14
6	130	124	28
6	130	124	23
6	130	124	126
6	130	124	47
6	130	124	114
6	130	124	14
6	130	124	91
6	130	124	24
6	130	124	104
6	130	124	93
2	80	24	118
2	80	24	18
2	80	24	132
2	80	24	112
2	80	24	21
2	80	24	10
2	80	24	74
2	80	24	129
2	80	24	87
2	80	24	64
2	80	24	94
2	80	24	48
2	80	24	60
2	80	24	12
2	80	24	58
2	80	24	106
2	80	24	19
2	80	24	2
2	80	24	13
2	80	24	34
2	80	24	8
2	80	24	66
2	80	24	61
2	80	24	3
2	80	24	38
2	80	24	97
2	80	24	117
2	80	24	76
2	80	24	59
2	80	24	96
2	80	24	103
2	80	24	85
2	80	24	69
2	80	24	68
2	80	24	111
2	80	24	11
2	80	24	90
2	80	24	53
2	80	24	42
7	130	74	14
7	130	74	1
7	130	74	5
7	130	74	47
7	130	74	82
7	130	74	116
7	130	74	24
7	130	74	16
7	130	74	108
7	130	74	114
7	130	74	93
7	130	74	15
7	130	74	76
7	130	74	77
7	130	74	107
7	130	74	119
7	130	74	121
7	130	74	30
7	130	74	26
7	130	74	39
7	130	74	123
7	130	74	99
7	130	74	29
5	130	24	76
5	130	24	8
5	130	24	66
5	130	24	15
5	130	24	2
5	130	24	85
5	130	24	83
5	130	24	26
5	130	24	49
5	130	24	1
5	130	24	34
5	130	24	64
5	130	24	69
5	130	24	30
5	130	24	80
5	130	24	63
5	130	24	99
5	130	24	25
5	130	24	3
5	130	24	29
5	130	24	42
5	130	24	46
5	130	24	133
5	130	24	115
5	130	24	33
5	130	24	100
5	130	24	36
5	130	24	40
5	130	24	78
5	130	24	127
5	130	24	125
5	130	24	92
5	130	24	50
5	130	24	44
5	130	24	32
5	130	24	71
9	180	74	14
9	180	74	30
9	180	74	123
9	180	74	99
9	180	74	84
9	180	74	29
9	180	74	33
9	180	74	100
9	180	74	40
9	180	74	92
9	180	74	130
9	180	74	65
9	180	74	50
9	180	74	7
8	180	24	29
8	180	24	99
8	180	24	30
8	180	24	33
8	180	24	46
8	180	24	100
8	180	24	40
8	180	24	92
8	180	24	125
8	180	24	124
8	180	24	130
8	180	24	50
8	180	24	65
8	180	24	7
8	180	24	32
8	180	24	22
8	180	24	36
8	180	24	43
8	180	24	54
8	180	24	71
8	180	24	62
8	180	24	102
8	180	24	51
8	180	24	35
8	180	24	55
8	180	24	88
8	180	24	56
8	180	24	37
8	180	24	52
8	180	24	98
8	180	24	41
8	180	24	17
8	180	24	9
8	180	24	20
10	230	24	22
10	230	24	43
10	230	24	101
10	230	24	20
10	230	24	17
10	230	24	31
10	230	24	79
10	230	24	98
10	230	24	6
10	230	24	4
10	230	24	122
10	230	24	120
10	230	24	105
10	230	24	75
